Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2016-06-26,Snacks,144.4,4.0,0.3,0.0,0.0,0.0,45.0,675.0,0.0,5.4,0.0,4.9,18.6,0.0,3.0,0.0,5.3,
2016-06-27,Breakfast,517.5,36.3,10.5,0.0,0.0,0.3,307.9,815.0,342.5,28.5,3.2,1.8,20.0,1.0,0.0,2.5,3.8,
2016-06-27,Lunch,165.5,5.7,0.0,0.0,0.0,0.0,0.0,133.6,369.1,20.4,6.4,1.3,6.4,0.0,0.0,7.6,10.2,
2016-06-27,Dinner,330.0,28.0,2.5,6.0,13.5,0.0,0.0,480.0,370.0,16.0,4.0,7.0,3.0,18.0,62.0,4.0,4.0,
2016-06-27,Snacks,125.0,6.7,1.2,0.0,0.0,0.0,0.0,200.0,0.0,14.2,0.8,2.5,1.7,0.0,0.0,0.0,3.3,
2016-06-28,Breakfast,250.0,8.0,3.5,1.0,2.5,0.0,35.0,650.0,260.0,28.0,2.0,2.0,17.0,4.0,0.0,20.0,15.0,
2016-06-28,Lunch,510.6,26.3,7.1,0.5,3.5,0.0,75.0,678.2,335.0,39.0,4.9,10.2,31.5,100.2,137.7,9.3,18.6,
2016-06-28,Dinner,496.0,18.4,4.0,0.0,0.0,0.0,99.4,957.6,0.0,49.6,6.0,2.0,38.3,3.0,5.0,10.0,14.0,
2016-06-29,Breakfast,250.0,8.0,3.5,1.0,2.5,0.0,35.0,650.0,260.0,28.0,2.0,2.0,17.0,4.0,0.0,20.0,15.0,
2016-06-29,Lunch,400.0,10.0,2.0,0.0,0.0,0.0,160.0,1000.0,0.0,8.0,0.0,4.0,68.0,0.0,0.0,0.0,16.0,
2016-06-29,Dinner,350.0,18.0,5.0,0.0,0.0,0.0,75.0,440.0,0.0,20.0,2.0,5.0,28.0,4.0,60.0,6.0,10.0,
2016-06-30,Dinner,426.0,3.0,0.0,0.0,0.0,0.0,36.0,130.0,0.0,60.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,
2016-07-01,Breakfast,250.0,8.0,3.5,1.0,2.5,0.0,35.0,650.0,260.0,28.0,2.0,2.0,17.0,4.0,0.0,20.0,15.0,
2016-07-01,Lunch,460.0,22.0,2.0,0.0,2.0,0.0,140.0,1780.1,0.0,8.0,2.0,6.0,58.0,8.0,12.0,8.0,12.0,
2016-07-01,Dinner,810.0,25.0,5.0,0.0,0.0,0.0,130.0,921.0,0.0,88.1,0.0,78.9,30.0,0.0,0.0,0.0,0.0,
2016-07-01,Snacks,702.3,13.3,1.5,0.0,0.0,0.0,11.3,105.0,345.0,56.3,0.0,32.8,11.5,1.5,0.0,26.3,0.0,
2016-07-02,Breakfast,345.1,25.7,9.0,3.9,8.7,0.0,653.6,576.2,252.5,4.4,0.0,3.2,22.6,20.8,0.6,20.5,12.2,
2016-07-02,Lunch,1089.1,10.7,3.0,0.0,0.0,0.0,33.3,669.9,0.0,111.2,2.0,5.7,14.3,8.3,3.3,11.7,11.7,
2016-07-02,Dinner,553.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-07-05,Breakfast,250.0,8.0,3.5,1.0,2.5,0.0,35.0,650.0,260.0,28.0,2.0,2.0,17.0,4.0,0.0,20.0,15.0,
2016-07-05,Lunch,400.0,10.0,2.0,0.0,0.0,0.0,160.0,1000.0,0.0,8.0,0.0,4.0,68.0,0.0,0.0,0.0,16.0,
2016-07-05,Snacks,211.9,5.3,0.3,0.4,0.0,0.0,0.0,275.3,158.2,34.0,19.2,4.2,9.9,23.4,38.5,10.8,17.4,
2016-07-06,Breakfast,269.7,8.0,3.5,1.0,2.5,0.0,35.0,807.7,427.6,32.9,2.0,5.9,17.3,6.0,2.0,20.0,15.0,
2016-07-06,Lunch,960.0,12.0,0.0,0.0,0.0,0.0,480.0,4160.0,0.0,0.0,0.0,0.0,208.0,0.0,16.0,0.0,48.0,
2016-07-06,Dinner,1012.0,20.0,2.0,0.0,0.0,0.0,72.0,1140.0,0.0,124.0,0.0,2.0,30.0,4.0,4.0,0.0,0.0,
2016-07-07,Breakfast,250.0,8.0,3.5,1.0,2.5,0.0,35.0,650.0,260.0,28.0,2.0,2.0,17.0,4.0,0.0,20.0,15.0,
2016-07-07,Lunch,500.0,34.0,2.5,0.0,0.0,0.0,45.0,750.0,0.0,32.0,4.0,19.0,17.0,170.0,80.0,10.0,15.0,
2016-07-07,Snacks,293.3,4.2,0.6,1.0,1.8,0.0,20.0,223.3,347.0,17.0,1.0,12.2,48.0,0.0,0.0,32.3,7.7,
2016-07-08,Breakfast,250.0,8.0,3.5,1.0,2.5,0.0,35.0,650.0,260.0,28.0,2.0,2.0,17.0,4.0,0.0,20.0,15.0,
2016-07-08,Lunch,600.0,24.0,18.0,0.0,0.0,0.0,120.0,2600.0,0.0,36.0,0.0,28.0,44.0,0.0,8.0,8.0,32.0,
2016-07-08,Dinner,600.0,27.0,9.6,0.0,0.0,0.6,96.9,1475.1,0.0,58.4,5.3,2.5,30.9,0.0,0.0,0.0,0.0,
2016-07-09,Breakfast,345.0,15.4,5.6,0.0,0.0,0.4,58.1,873.8,0.0,33.4,3.0,1.5,18.4,0.0,0.0,0.0,0.0,
2016-07-09,Lunch,585.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,0.0,0.0,33.4,0.0,0.0,0.0,0.0,
2016-07-09,Dinner,852.0,6.0,0.0,0.0,0.0,0.0,72.0,260.0,0.0,120.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,
2016-07-10,Breakfast,751.3,56.5,18.3,0.0,0.0,0.6,565.6,843.8,0.0,28.8,7.1,1.6,33.0,0.0,0.0,0.0,0.0,
2016-07-10,Lunch,519.7,15.6,2.3,0.3,0.0,0.0,90.0,4337.2,74.4,44.0,1.9,14.1,47.7,18.0,48.8,2.5,25.4,
2016-07-11,Breakfast,442.1,34.5,11.0,0.0,0.0,0.4,339.4,649.6,196.6,14.6,2.6,0.7,19.0,0.0,0.0,0.0,0.0,
2016-07-11,Lunch,618.0,39.8,10.4,0.0,0.0,0.0,109.7,854.0,0.0,6.4,0.6,0.3,57.0,0.0,0.0,6.0,11.0,
2016-07-11,Dinner,714.7,24.2,6.1,0.1,0.1,0.0,42.0,252.8,27.7,103.3,6.3,6.0,14.1,18.0,12.0,12.8,17.3,
2016-07-12,Breakfast,250.0,8.0,3.5,1.0,2.5,0.0,35.0,650.0,260.0,28.0,2.0,2.0,17.0,4.0,0.0,20.0,15.0,
2016-07-12,Lunch,304.7,13.3,0.0,0.0,0.0,0.0,0.0,1538.1,0.0,22.7,0.7,0.7,19.3,0.0,0.0,0.0,0.0,
2016-07-12,Dinner,311.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-07-12,Snacks,75.0,4.0,0.7,0.0,0.0,0.0,0.0,120.0,0.0,8.5,0.5,1.5,1.0,0.0,0.0,0.0,2.0,
2016-07-13,Breakfast,250.0,8.0,3.5,1.0,2.5,0.0,35.0,650.0,260.0,28.0,2.0,2.0,17.0,4.0,0.0,20.0,15.0,
2016-07-13,Lunch,266.7,6.7,1.3,0.0,0.0,0.0,106.7,666.7,0.0,5.3,0.0,2.7,45.3,0.0,0.0,0.0,10.7,
2016-07-13,Dinner,304.7,13.3,0.0,0.0,0.0,0.0,0.0,1538.1,0.0,22.7,0.7,0.7,19.3,0.0,0.0,0.0,0.0,
2016-07-13,Snacks,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-07-14,Breakfast,250.0,8.0,3.5,1.0,2.5,0.0,35.0,650.0,260.0,28.0,2.0,2.0,17.0,4.0,0.0,20.0,15.0,
2016-07-14,Lunch,580.0,18.0,8.0,0.0,0.0,0.0,120.0,1280.0,0.0,72.0,4.0,12.0,36.0,16.0,30.0,8.0,20.0,
2016-07-14,Dinner,616.7,20.2,4.8,6.4,7.2,0.2,126.4,560.7,1221.3,57.0,7.2,9.3,50.1,10.6,31.0,9.2,31.1,
2016-07-14,Snacks,120.0,6.0,0.0,0.0,2.0,0.0,0.0,640.0,0.0,4.0,0.0,2.0,14.0,4.0,4.0,4.0,0.0,
2016-07-15,Breakfast,438.6,33.0,12.5,4.4,11.2,0.0,673.6,928.0,460.8,5.2,1.8,3.4,28.9,21.3,4.6,20.8,13.0,
2016-07-18,Breakfast,250.0,8.0,3.5,1.0,2.5,0.0,35.0,650.0,260.0,28.0,2.0,2.0,17.0,4.0,0.0,20.0,15.0,
2016-07-18,Lunch,571.3,25.0,0.0,0.0,0.0,0.0,0.0,2883.8,0.0,42.5,1.3,1.3,36.3,0.0,0.0,0.0,0.0,
2016-07-18,Dinner,662.0,18.0,2.0,3.0,6.0,0.0,324.0,209.0,283.0,17.0,3.0,2.0,84.0,153.0,24.0,3.0,36.0,
2016-07-18,Snacks,96.0,0.3,0.3,0.4,0.0,0.0,0.0,108.0,0.0,20.3,15.5,2.7,5.2,23.4,34.5,7.5,9.0,
2016-07-19,Lunch,110.0,12.0,2.0,0.0,0.0,0.0,10.0,240.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
2016-07-20,Breakfast,250.0,8.0,3.5,1.0,2.5,0.0,35.0,650.0,260.0,28.0,2.0,2.0,17.0,4.0,0.0,20.0,15.0,
2016-07-20,Lunch,620.0,9.0,3.0,0.0,0.0,0.0,80.0,1760.0,0.0,92.0,10.0,14.0,46.0,16.0,40.0,60.0,40.0,
2016-07-21,Breakfast,250.0,8.0,3.5,1.0,2.5,0.0,35.0,650.0,260.0,28.0,2.0,2.0,17.0,4.0,0.0,20.0,15.0,
2016-07-21,Lunch,696.0,12.0,2.0,0.0,0.0,0.0,100.0,928.0,0.0,86.0,2.0,0.0,40.0,8.0,8.0,4.0,12.0,
2016-07-21,Dinner,712.5,39.8,11.3,0.0,0.0,0.8,117.8,1582.5,0.0,55.5,6.8,3.8,36.0,0.0,0.0,0.0,0.0,
2016-07-21,Snacks,87.5,4.7,0.9,0.0,0.0,0.0,0.0,140.0,0.0,9.9,0.6,1.7,1.2,0.0,0.0,0.0,2.3,
2016-07-22,Breakfast,269.7,8.0,3.5,1.0,2.5,0.0,35.0,807.7,427.6,32.9,2.0,5.9,17.3,6.0,2.0,20.0,15.0,
2016-07-22,Lunch,464.0,26.4,0.0,0.0,0.0,0.0,72.0,0.0,0.0,32.2,0.0,0.0,24.0,0.0,0.0,0.0,0.0,
2016-07-22,Dinner,140.0,8.0,3.0,0.0,0.0,0.0,55.0,490.0,0.0,2.0,1.0,1.0,16.0,15.0,8.0,6.0,6.0,
2016-07-22,Snacks,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,
2016-07-23,Breakfast,250.0,8.0,3.5,1.0,2.5,0.0,35.0,650.0,260.0,28.0,2.0,2.0,17.0,4.0,0.0,20.0,15.0,
2016-07-25,Breakfast,250.0,8.0,3.5,1.0,2.5,0.0,35.0,650.0,260.0,28.0,2.0,2.0,17.0,4.0,0.0,20.0,15.0,
2016-07-25,Lunch,684.3,30.4,10.5,2.3,8.5,0.0,114.9,1224.1,498.7,48.1,3.8,1.2,51.4,42.1,7.0,36.0,22.8,
2016-07-25,Dinner,720.0,24.7,12.0,0.0,0.0,0.0,45.8,1584.1,0.0,26.7,2.8,7.2,94.7,0.0,0.0,0.0,0.0,
2016-07-25,Snacks,140.0,1.0,0.5,0.0,0.0,0.0,15.0,170.0,0.0,3.0,0.0,1.0,30.0,0.0,0.0,8.0,4.0,
2016-07-26,Breakfast,250.0,8.0,3.5,1.0,2.5,0.0,35.0,650.0,260.0,28.0,2.0,2.0,17.0,4.0,0.0,20.0,15.0,
2016-07-26,Lunch,370.0,12.0,1.0,0.0,2.0,0.0,25.0,960.0,0.0,42.0,4.0,16.0,27.0,49.0,44.0,14.0,10.0,
2016-07-26,Dinner,405.5,9.2,2.0,0.0,0.0,0.0,49.7,478.8,0.0,24.8,3.0,1.0,19.2,1.5,2.5,5.0,7.0,
2016-07-27,Lunch,350.0,8.8,3.5,0.0,0.0,0.0,122.5,1435.0,0.0,14.0,3.5,7.0,49.0,35.0,7.0,28.0,7.0,
2016-07-27,Dinner,332.5,6.0,0.0,0.0,0.0,0.0,146.0,30.0,277.5,10.5,3.0,4.5,67.5,12.0,45.0,3.0,3.0,
2016-07-27,Snacks,220.0,15.0,6.0,0.0,0.0,0.0,50.0,80.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,
2016-07-28,Breakfast,383.8,28.3,9.7,3.9,8.7,0.0,664.2,862.4,339.5,4.0,0.0,3.2,26.3,19.3,0.6,13.0,12.2,
2016-07-28,Lunch,500.0,32.0,6.0,0.0,0.0,0.0,70.0,580.0,0.0,36.0,4.0,16.0,18.0,20.0,50.0,12.0,12.0,
2016-07-28,Dinner,500.0,17.0,6.0,0.0,0.0,0.0,85.0,1130.0,0.0,39.0,2.0,0.0,51.0,4.0,6.0,24.0,18.0,
2016-07-28,Snacks,318.8,3.6,0.6,0.0,0.0,0.0,0.0,109.1,0.0,31.5,0.6,0.6,1.2,1.2,0.0,1.2,1.2,
2016-07-29,Breakfast,383.8,28.3,9.7,3.9,8.7,0.0,664.2,862.4,339.5,4.0,0.0,3.2,26.3,19.3,0.6,13.0,12.2,
2016-07-29,Lunch,500.0,34.0,2.5,0.0,0.0,0.0,45.0,750.0,0.0,32.0,4.0,19.0,17.0,170.0,80.0,10.0,15.0,
2016-07-29,Dinner,280.0,6.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,
2016-07-29,Snacks,203.8,10.4,1.6,3.0,2.0,0.0,11.3,303.8,0.0,20.5,1.4,0.4,8.8,0.8,0.8,4.3,5.0,
2016-07-30,Breakfast,1290.0,40.6,4.5,3.3,3.8,0.0,2035.0,825.0,330.0,127.6,7.6,25.6,52.5,5.0,0.0,17.5,45.0,
2016-07-30,Lunch,1680.0,68.0,30.0,4.0,0.0,3.0,140.0,3350.0,0.0,182.0,12.0,88.0,40.0,0.0,0.0,160.0,0.0,
2016-07-30,Dinner,540.0,8.0,0.0,0.0,0.0,0.0,120.0,1500.0,0.0,38.0,2.0,0.0,84.0,0.0,12.0,4.0,24.0,
2016-08-01,Breakfast,300.0,1.5,0.0,0.8,0.0,0.0,7.5,375.0,210.0,55.5,4.5,27.0,15.0,30.0,21.0,60.0,67.5,
2016-08-01,Lunch,746.3,35.3,12.8,4.5,1.9,0.0,157.5,1661.3,547.5,51.0,3.0,3.0,56.3,31.5,25.5,34.5,21.0,
2016-08-01,Dinner,548.0,20.0,1.5,0.0,0.0,0.0,35.0,860.0,0.0,56.0,3.0,3.0,36.0,0.0,0.0,0.0,0.0,
2016-08-02,Breakfast,300.0,1.5,0.0,0.8,0.0,0.0,7.5,375.0,210.0,55.5,4.5,27.0,15.0,30.0,21.0,60.0,67.5,
2016-08-02,Lunch,684.3,30.4,10.5,2.3,8.5,0.0,114.9,1224.1,498.7,48.1,3.8,1.2,51.4,42.1,7.0,36.0,22.8,
2016-08-02,Dinner,663.0,39.0,19.5,0.0,0.0,0.0,82.5,1530.0,0.0,67.5,1.5,4.5,16.5,24.0,0.0,22.5,15.0,
2016-08-03,Breakfast,375.0,1.5,0.0,0.8,0.0,0.0,5.0,130.0,300.0,82.0,9.0,28.5,15.5,10.0,4.0,30.0,135.0,
2016-08-03,Lunch,430.0,11.0,1.0,0.0,0.0,0.0,40.0,600.0,300.0,58.0,3.0,0.0,24.0,80.0,15.0,8.0,15.0,
2016-08-03,Dinner,986.9,44.7,15.5,0.0,0.0,1.0,155.0,2380.2,0.0,96.4,8.7,4.0,49.7,0.0,0.0,0.0,0.0,
2016-08-04,Breakfast,327.5,1.3,0.0,0.6,0.0,0.0,5.0,130.0,250.0,70.5,7.5,25.8,14.3,10.0,4.0,30.0,112.5,
2016-08-04,Lunch,560.0,20.0,3.0,0.0,0.0,0.0,60.0,820.0,0.0,68.0,3.0,2.0,27.0,60.0,15.0,15.0,10.0,
2016-08-05,Breakfast,327.5,1.3,0.0,0.6,0.0,0.0,5.0,130.0,250.0,70.5,7.5,25.8,14.3,10.0,4.0,30.0,112.5,
2016-08-05,Lunch,1200.0,48.0,4.0,0.0,0.0,0.0,140.0,1680.0,0.0,108.0,16.0,4.0,84.0,80.0,32.0,8.0,32.0,
2016-08-05,Dinner,360.0,16.0,2.0,0.0,0.0,0.0,0.0,1160.0,0.0,44.0,12.0,8.0,8.0,16.0,30.0,4.0,20.0,
2016-08-06,Breakfast,490.0,27.0,13.0,0.0,0.0,0.0,215.0,910.0,0.0,40.0,1.0,7.0,21.0,15.0,2.0,15.0,15.0,
2016-08-07,Breakfast,330.0,1.5,0.0,0.5,0.5,0.0,5.0,385.0,120.0,65.0,5.0,29.0,12.0,20.0,14.0,40.0,50.0,
2016-08-08,Breakfast,383.8,28.3,9.7,3.9,8.7,0.0,664.2,862.4,339.5,4.0,0.0,3.2,26.3,19.3,0.6,13.0,12.2,
2016-08-08,Lunch,746.3,35.3,12.8,4.5,1.9,0.0,157.5,1661.3,547.5,51.0,3.0,3.0,56.3,31.5,25.5,34.5,21.0,
2016-08-08,Dinner,300.0,5.0,3.0,0.0,0.0,0.0,20.0,320.0,840.0,48.0,0.0,44.0,16.0,20.0,0.0,80.0,4.0,
2016-08-09,Breakfast,382.5,1.8,0.0,0.9,0.0,0.0,5.0,190.0,320.0,82.5,9.0,28.8,15.3,15.0,9.0,35.0,135.0,
2016-08-09,Lunch,600.0,24.0,2.0,0.0,0.0,0.0,70.0,840.0,0.0,54.0,8.0,2.0,42.0,40.0,16.0,4.0,16.0,
2016-08-09,Dinner,480.0,12.0,2.5,0.0,0.0,0.0,75.0,1190.0,0.0,57.0,18.0,5.0,38.0,0.0,0.0,0.0,0.0,
2016-08-10,Breakfast,290.0,4.0,0.0,1.0,1.0,0.0,5.0,450.0,340.0,53.0,6.0,14.0,14.0,30.0,24.0,50.0,90.0,
2016-08-10,Lunch,430.0,11.0,1.0,0.0,0.0,0.0,40.0,600.0,300.0,58.0,3.0,0.0,24.0,80.0,15.0,8.0,15.0,
2016-08-10,Snacks,150.0,5.0,1.0,0.0,0.0,0.0,0.0,75.0,0.0,23.0,2.5,7.0,3.0,0.0,0.0,2.0,6.0,
2016-08-11,Breakfast,407.5,20.9,7.5,2.6,5.8,0.0,449.4,1066.6,255.4,2.7,0.0,2.1,44.5,12.8,0.4,8.7,8.1,
2016-08-11,Lunch,350.0,8.8,3.5,0.0,0.0,0.0,122.5,1435.0,0.0,14.0,3.5,7.0,49.0,35.0,7.0,28.0,7.0,
2016-08-11,Dinner,350.0,17.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,47.5,5.0,0.0,5.0,0.0,0.0,0.0,0.0,
2016-08-11,Snacks,197.0,9.1,1.5,0.0,0.0,0.0,0.0,272.7,0.0,28.8,1.5,1.5,3.0,3.0,0.0,3.0,3.0,
2016-08-12,Breakfast,39.4,0.0,0.0,0.0,0.0,0.0,0.0,315.5,335.2,9.9,0.0,7.9,0.6,3.9,3.9,0.0,0.0,
2016-08-12,Lunch,550.0,22.0,2.0,0.0,0.0,0.0,0.0,720.0,0.0,75.0,10.0,7.0,14.0,30.0,30.0,15.0,15.0,
2016-08-12,Dinner,612.5,36.0,6.0,4.0,9.0,0.0,20.0,1540.0,277.5,54.5,15.0,12.5,15.5,28.0,75.0,7.0,23.0,
2016-08-13,Breakfast,387.0,16.8,7.5,1.3,2.9,0.0,244.1,1275.1,506.4,11.6,0.0,9.0,40.7,11.8,4.1,11.8,4.1,
2016-08-13,Lunch,995.0,47.0,17.0,6.0,2.5,0.0,210.0,2215.0,730.0,68.0,4.0,4.0,75.0,42.0,34.0,46.0,28.0,
2016-08-13,Dinner,150.0,0.0,0.0,0.0,0.0,0.0,60.0,540.0,0.0,0.0,0.0,0.0,39.0,0.0,6.0,0.0,6.0,
2016-08-13,Snacks,210.0,1.5,0.8,0.0,0.0,0.0,22.5,255.0,0.0,4.5,0.0,1.5,45.0,0.0,0.0,12.0,6.0,
2016-08-14,Lunch,1260.0,66.0,21.0,22.0,16.0,0.0,155.0,1850.0,0.0,92.0,5.0,10.0,71.0,35.0,30.0,80.0,40.0,
2016-08-15,Breakfast,387.0,16.8,7.5,1.3,2.9,0.0,244.1,1275.1,506.4,11.6,0.0,9.0,40.7,11.8,4.1,11.8,4.1,
2016-08-15,Lunch,746.3,35.3,12.8,4.5,1.9,0.0,157.5,1661.3,547.5,51.0,3.0,3.0,56.3,31.5,25.5,34.5,21.0,
2016-08-15,Dinner,588.8,7.6,3.0,0.8,0.0,0.0,90.0,1315.0,1007.5,65.0,4.9,31.8,64.3,36.3,30.3,76.3,79.1,
2016-08-16,Breakfast,310.0,2.0,0.0,1.0,0.0,0.0,5.0,370.0,280.0,61.0,6.0,24.0,12.0,30.0,24.0,50.0,90.0,
2016-08-16,Lunch,600.0,24.0,2.0,0.0,0.0,0.0,70.0,840.0,0.0,54.0,8.0,2.0,42.0,40.0,16.0,4.0,16.0,
2016-08-16,Dinner,421.3,25.8,5.3,5.5,9.6,0.0,52.5,583.8,460.0,27.5,4.0,5.5,20.3,22.5,53.5,14.5,10.0,
2016-08-16,Snacks,197.0,9.1,1.5,0.0,0.0,0.0,0.0,272.7,0.0,28.8,1.5,1.5,3.0,3.0,0.0,3.0,3.0,
2016-08-17,Breakfast,310.0,2.0,0.0,1.0,0.0,0.0,5.0,370.0,280.0,61.0,6.0,24.0,12.0,30.0,24.0,50.0,90.0,
2016-08-17,Lunch,560.0,20.0,3.0,0.0,0.0,0.0,60.0,820.0,0.0,68.0,3.0,2.0,27.0,60.0,15.0,15.0,10.0,
2016-08-18,Breakfast,310.0,2.0,0.0,1.0,0.0,0.0,5.0,370.0,280.0,61.0,6.0,24.0,12.0,30.0,24.0,50.0,90.0,
2016-08-18,Lunch,620.0,24.0,7.0,0.0,0.0,0.0,90.0,1760.0,0.0,62.0,0.0,4.0,36.0,0.0,16.0,20.0,30.0,
2016-08-18,Dinner,756.0,62.5,24.0,0.0,0.0,0.0,181.0,1546.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,6.5,32.0,
2016-08-19,Breakfast,776.9,38.5,12.4,0.0,0.0,2.8,34.4,2158.8,0.0,60.5,9.6,12.4,49.5,0.0,0.0,0.0,0.0,
2016-08-19,Dinner,470.0,32.5,11.0,2.5,8.0,0.0,100.0,1570.0,416.3,25.0,0.8,4.0,18.0,0.0,0.0,8.0,5.8,
2016-08-23,Breakfast,302.2,20.9,7.5,2.6,5.8,0.0,449.4,849.3,423.0,7.6,0.0,6.0,19.8,14.8,2.4,8.7,8.1,
2016-08-23,Lunch,684.3,30.4,10.5,2.3,8.5,0.0,114.9,1224.1,498.7,48.1,3.8,1.2,51.4,42.1,7.0,36.0,22.8,
2016-08-23,Dinner,595.0,2.0,0.0,0.0,0.0,0.0,47.5,532.5,945.0,103.5,10.0,38.5,46.0,15.0,10.0,45.0,184.0,
2016-08-24,Lunch,340.0,8.0,1.0,0.0,0.0,0.0,55.0,770.0,0.0,46.0,3.0,15.0,22.0,60.0,45.0,4.0,10.0,
2016-08-25,Breakfast,302.2,20.9,7.5,2.6,5.8,0.0,449.4,849.3,423.0,7.6,0.0,6.0,19.8,14.8,2.4,8.7,8.1,
2016-08-25,Lunch,560.0,20.0,3.0,0.0,0.0,0.0,60.0,820.0,0.0,68.0,3.0,2.0,27.0,60.0,15.0,15.0,10.0,
2016-08-25,Dinner,615.0,6.0,0.0,0.0,0.0,0.0,22.5,1432.5,585.0,108.0,9.0,37.5,31.5,39.0,24.0,57.0,21.0,
2016-08-25,Snacks,160.0,2.0,0.0,0.7,1.3,0.0,0.0,153.3,100.0,32.0,2.7,13.3,2.7,13.3,13.3,13.3,33.3,
2016-08-26,Breakfast,599.3,26.7,15.7,1.6,7.5,0.0,168.4,819.4,48.9,42.7,0.0,0.5,8.1,17.4,0.1,17.9,17.0,
2016-08-26,Lunch,600.0,24.0,2.0,0.0,0.0,0.0,70.0,840.0,0.0,54.0,8.0,2.0,42.0,40.0,16.0,4.0,16.0,
2016-08-29,Breakfast,269.7,8.0,3.5,1.0,2.5,0.0,35.0,807.7,427.6,32.9,2.0,5.9,17.3,6.0,2.0,20.0,15.0,
2016-08-29,Lunch,375.0,5.3,0.8,0.0,0.0,0.0,33.8,570.0,135.0,69.0,2.3,12.8,14.3,18.8,37.5,3.0,6.0,
2016-08-29,Dinner,719.0,11.5,1.0,0.0,0.0,0.0,54.0,635.0,0.0,92.0,0.0,1.0,22.0,2.0,2.0,0.0,0.0,
2016-08-29,Snacks,120.0,9.0,1.5,0.0,0.0,0.0,0.0,27.5,0.0,6.0,3.5,1.5,3.5,12.5,90.0,4.0,4.0,
2016-08-30,Breakfast,269.7,8.0,3.5,1.0,2.5,0.0,35.0,807.7,427.6,32.9,2.0,5.9,17.3,6.0,2.0,20.0,15.0,
2016-08-30,Lunch,430.0,13.0,6.0,0.0,0.0,0.0,80.0,990.0,0.0,44.0,2.0,3.0,33.0,25.0,10.0,20.0,15.0,
2016-08-30,Dinner,964.4,45.1,15.7,2.0,5.0,0.0,102.4,2005.0,1544.3,97.7,13.1,18.0,46.1,30.4,13.6,66.3,42.3,
2016-08-31,Breakfast,269.7,8.0,3.5,1.0,2.5,0.0,35.0,807.7,427.6,32.9,2.0,5.9,17.3,6.0,2.0,20.0,15.0,
2016-08-31,Lunch,560.0,20.0,3.0,0.0,0.0,0.0,60.0,820.0,0.0,68.0,3.0,2.0,27.0,60.0,15.0,15.0,10.0,
2016-08-31,Dinner,469.5,2.3,0.0,0.0,0.0,0.0,87.0,637.5,0.0,45.0,0.0,0.0,49.5,0.0,6.0,0.0,6.0,
2016-08-31,Snacks,60.0,4.5,0.8,0.0,0.0,0.0,0.0,13.8,0.0,3.0,1.8,0.8,1.8,6.3,45.0,2.0,2.0,
2016-09-01,Breakfast,269.7,8.0,3.5,1.0,2.5,0.0,35.0,807.7,427.6,32.9,2.0,5.9,17.3,6.0,2.0,20.0,15.0,
2016-09-01,Lunch,430.0,11.0,1.0,0.0,0.0,0.0,40.0,600.0,300.0,58.0,3.0,0.0,24.0,80.0,15.0,8.0,15.0,
2016-09-01,Dinner,591.6,37.8,15.0,6.0,13.2,0.3,149.4,827.4,286.8,33.0,0.7,0.4,29.2,0.0,0.0,0.0,0.0,
2016-09-01,Snacks,360.0,12.0,4.5,0.0,0.0,0.0,0.0,390.0,0.0,63.0,6.0,0.0,6.0,0.0,0.0,12.0,6.0,
2016-09-02,Breakfast,269.7,8.0,3.5,1.0,2.5,0.0,35.0,807.7,427.6,32.9,2.0,5.9,17.3,6.0,2.0,20.0,15.0,
2016-09-02,Lunch,375.0,15.0,1.3,0.0,0.0,0.0,43.8,525.0,0.0,33.8,5.0,1.3,26.3,25.0,10.0,2.5,10.0,
2016-09-02,Snacks,260.0,14.0,6.0,0.0,0.0,0.0,0.0,330.0,0.0,31.0,1.0,12.0,3.0,2.0,0.0,0.0,6.0,
2016-09-03,Breakfast,389.7,17.0,8.0,1.0,2.5,0.0,65.0,1332.7,558.1,32.9,2.0,5.9,26.3,6.0,2.0,20.0,15.0,
